Product_ID,Product_Name,Category,Brand,Price,Rating,Description,Seller,City,State,Stock_Quantity,Discount_Percentage,Features
P10891,Xiaomi Mobile Model 5276,Mobiles,Xiaomi,71918,3.5,Xiaomi mobiles product with premium features.,Seller_355,Delhi,Karnataka,464,28,"Mobiles,Xiaomi,Xiaomi mobiles product with premium features."
P10892,Boat Electronic Model 5291,Electronics,Boat,136583,4.5,Boat electronics product with premium features.,Seller_441,Mumbai,Delhi,166,47,"Electronics,Boat,Boat electronics product with premium features."
P10893,Xiaomi Mobile Model 6885,Mobiles,Xiaomi,72592,3.0,Xiaomi mobiles product with premium features.,Seller_288,Bengaluru,Tamil Nadu,336,57,"Mobiles,Xiaomi,Xiaomi mobiles product with premium features."
P10894,Allen Solly Clothin Model 9069,Clothing,Allen Solly,104689,4.9,Allen Solly clothing product with premium features.,Seller_432,Pune,Telangana,348,51,"Clothing,Allen Solly,Allen Solly clothing product with premium features."
P10895,Puma Footwea Model 3321,Footwear,Puma,8198,3.8,Puma footwear product with premium features.,Seller_100,Ahmedabad,Karnataka,20,19,"Footwear,Puma,Puma footwear product with premium features."
P10896,Bata Footwea Model 3260,Footwear,Bata,102358,3.3,Bata footwear product with premium features.,Seller_431,Mumbai,Tamil Nadu,151,65,"Footwear,Bata,Bata footwear product with premium features."
P10897,OnePlus Mobile Model 7607,Mobiles,OnePlus,67706,3.7,OnePlus mobiles product with premium features.,Seller_426,Hyderabad,Tamil Nadu,377,15,"Mobiles,OnePlus,OnePlus mobiles product with premium features."
P10898,OnePlus Mobile Model 6307,Mobiles,OnePlus,27774,4.0,OnePlus mobiles product with premium features.,Seller_333,Hyderabad,West Bengal,384,63,"Mobiles,OnePlus,OnePlus mobiles product with premium features."
P10899,Levis Clothin Model 3140,Clothing,Levis,19622,4.2,Levis clothing product with premium features.,Seller_36,Hyderabad,Delhi,50,45,"Clothing,Levis,Levis clothing product with premium features."
P10900,Vivo Mobile Model 9450,Mobiles,Vivo,115575,3.1,Vivo mobiles product with premium features.,Seller_493,Ahmedabad,Maharashtra,325,5,"Mobiles,Vivo,Vivo mobiles product with premium features."
P10901,HP Laptop Model 2659,Laptops,HP,57188,3.6,HP laptops product with premium features.,Seller_92,Chennai,Maharashtra,313,51,"Laptops,HP,HP laptops product with premium features."
P10902,Apple Mobile Model 3833,Mobiles,Apple,4976,3.5,Apple mobiles product with premium features.,Seller_262,Kolkata,Delhi,280,15,"Mobiles,Apple,Apple mobiles product with premium features."
P10903,Samsung Home Appliance Model 2711,Home Appliances,Samsung,143000,4.8,Samsung home appliances product with premium features.,Seller_437,Pune,Gujarat,28,59,"Home Appliances,Samsung,Samsung home appliances product with premium features."
P10904,Samsung Home Appliance Model 6891,Home Appliances,Samsung,54828,4.9,Samsung home appliances product with premium features.,Seller_348,Bengaluru,Delhi,407,33,"Home Appliances,Samsung,Samsung home appliances product with premium features."
P10905,Apple Mobile Model 1697,Mobiles,Apple,15879,4.3,Apple mobiles product with premium features.,Seller_349,Delhi,Delhi,437,44,"Mobiles,Apple,Apple mobiles product with premium features."
P10906,LG Home Appliance Model 6919,Home Appliances,LG,59167,3.4,LG home appliances product with premium features.,Seller_359,Hyderabad,Karnataka,108,38,"Home Appliances,LG,LG home appliances product with premium features."
P10907,HP Laptop Model 411,Laptops,HP,98327,3.7,HP laptops product with premium features.,Seller_357,Mumbai,Maharashtra,312,68,"Laptops,HP,HP laptops product with premium features."
P10908,HP Laptop Model 813,Laptops,HP,59921,3.1,HP laptops product with premium features.,Seller_351,Chennai,Delhi,399,57,"Laptops,HP,HP laptops product with premium features."
P10909,Xiaomi Mobile Model 4235,Mobiles,Xiaomi,67323,4.5,Xiaomi mobiles product with premium features.,Seller_274,Hyderabad,Karnataka,393,7,"Mobiles,Xiaomi,Xiaomi mobiles product with premium features."
P10910,JBL Electronic Model 3545,Electronics,JBL,134064,4.4,JBL electronics product with premium features.,Seller_255,Chennai,Karnataka,460,34,"Electronics,JBL,JBL electronics product with premium features."
P10911,Boat Electronic Model 5548,Electronics,Boat,95186,4.3,Boat electronics product with premium features.,Seller_163,Kolkata,Gujarat,155,33,"Electronics,Boat,Boat electronics product with premium features."
P10912,Levis Clothin Model 6665,Clothing,Levis,75100,3.8,Levis clothing product with premium features.,Seller_13,Ahmedabad,Delhi,387,26,"Clothing,Levis,Levis clothing product with premium features."
P10913,Vivo Mobile Model 4190,Mobiles,Vivo,71756,3.2,Vivo mobiles product with premium features.,Seller_51,Kolkata,Delhi,287,65,"Mobiles,Vivo,Vivo mobiles product with premium features."
P10914,Allen Solly Clothin Model 8915,Clothing,Allen Solly,57989,3.7,Allen Solly clothing product with premium features.,Seller_487,Ahmedabad,Gujarat,172,28,"Clothing,Allen Solly,Allen Solly clothing product with premium features."
P10915,Boat Electronic Model 5003,Electronics,Boat,145368,4.5,Boat electronics product with premium features.,Seller_414,Pune,Tamil Nadu,50,6,"Electronics,Boat,Boat electronics product with premium features."
P10916,Asus Laptop Model 2221,Laptops,Asus,61583,4.9,Asus laptops product with premium features.,Seller_118,Bengaluru,Delhi,316,52,"Laptops,Asus,Asus laptops product with premium features."
P10917,Apple Mobile Model 4089,Mobiles,Apple,5638,3.0,Apple mobiles product with premium features.,Seller_22,Ahmedabad,Tamil Nadu,4,49,"Mobiles,Apple,Apple mobiles product with premium features."
P10918,Wrogn Clothin Model 3494,Clothing,Wrogn,83793,4.4,Wrogn clothing product with premium features.,Seller_19,Pune,West Bengal,278,12,"Clothing,Wrogn,Wrogn clothing product with premium features."
P10919,Noise Electronic Model 4429,Electronics,Noise,80294,3.1,Noise electronics product with premium features.,Seller_47,Ahmedabad,Maharashtra,392,59,"Electronics,Noise,Noise electronics product with premium features."
P10920,Dell Laptop Model 486,Laptops,Dell,142369,4.6,Dell laptops product with premium features.,Seller_306,Hyderabad,Telangana,207,55,"Laptops,Dell,Dell laptops product with premium features."
P10921,Acer Laptop Model 8511,Laptops,Acer,19357,4.2,Acer laptops product with premium features.,Seller_305,Ahmedabad,Tamil Nadu,265,24,"Laptops,Acer,Acer laptops product with premium features."
P10922,Roadster Clothin Model 4596,Clothing,Roadster,50522,3.6,Roadster clothing product with premium features.,Seller_48,Ahmedabad,Telangana,389,43,"Clothing,Roadster,Roadster clothing product with premium features."
P10923,Xiaomi Mobile Model 7144,Mobiles,Xiaomi,4408,3.3,Xiaomi mobiles product with premium features.,Seller_42,Bengaluru,Maharashtra,178,15,"Mobiles,Xiaomi,Xiaomi mobiles product with premium features."
P10924,Asus Laptop Model 1158,Laptops,Asus,139222,3.2,Asus laptops product with premium features.,Seller_477,Hyderabad,Gujarat,135,52,"Laptops,Asus,Asus laptops product with premium features."
P10925,Levis Clothin Model 5080,Clothing,Levis,138824,4.1,Levis clothing product with premium features.,Seller_219,Chennai,Delhi,102,35,"Clothing,Levis,Levis clothing product with premium features."
P10926,HP Laptop Model 5121,Laptops,HP,11527,3.8,HP laptops product with premium features.,Seller_113,Delhi,Karnataka,375,18,"Laptops,HP,HP laptops product with premium features."
P10927,Whirlpool Home Appliance Model 6400,Home Appliances,Whirlpool,22815,3.0,Whirlpool home appliances product with premium features.,Seller_189,Delhi,Karnataka,369,13,"Home Appliances,Whirlpool,Whirlpool home appliances product with premium features."
P10928,Allen Solly Clothin Model 4923,Clothing,Allen Solly,119208,4.2,Allen Solly clothing product with premium features.,Seller_361,Chennai,Gujarat,266,9,"Clothing,Allen Solly,Allen Solly clothing product with premium features."
P10929,JBL Electronic Model 200,Electronics,JBL,30392,3.3,JBL electronics product with premium features.,Seller_11,Bengaluru,Tamil Nadu,295,21,"Electronics,JBL,JBL electronics product with premium features."
P10930,Samsung Mobile Model 6824,Mobiles,Samsung,51476,3.5,Samsung mobiles product with premium features.,Seller_8,Mumbai,Gujarat,204,46,"Mobiles,Samsung,Samsung mobiles product with premium features."
P10931,Puma Clothin Model 8684,Clothing,Puma,62794,4.3,Puma clothing product with premium features.,Seller_348,Hyderabad,Delhi,313,27,"Clothing,Puma,Puma clothing product with premium features."
P10932,Noise Electronic Model 3590,Electronics,Noise,25110,3.9,Noise electronics product with premium features.,Seller_209,Mumbai,Tamil Nadu,243,27,"Electronics,Noise,Noise electronics product with premium features."
P10933,Samsung Mobile Model 5093,Mobiles,Samsung,18715,3.2,Samsung mobiles product with premium features.,Seller_466,Pune,Gujarat,317,37,"Mobiles,Samsung,Samsung mobiles product with premium features."
P10934,Boat Electronic Model 5509,Electronics,Boat,108256,3.9,Boat electronics product with premium features.,Seller_463,Chennai,Tamil Nadu,450,52,"Electronics,Boat,Boat electronics product with premium features."
P10935,Roadster Clothin Model 1071,Clothing,Roadster,130882,4.2,Roadster clothing product with premium features.,Seller_61,Hyderabad,Gujarat,372,6,"Clothing,Roadster,Roadster clothing product with premium features."
P10936,Levis Clothin Model 1725,Clothing,Levis,24467,3.8,Levis clothing product with premium features.,Seller_108,Bengaluru,Karnataka,338,7,"Clothing,Levis,Levis clothing product with premium features."
P10937,OnePlus Mobile Model 6630,Mobiles,OnePlus,65337,3.4,OnePlus mobiles product with premium features.,Seller_50,Bengaluru,Tamil Nadu,106,28,"Mobiles,OnePlus,OnePlus mobiles product with premium features."
P10938,Adidas Footwea Model 6688,Footwear,Adidas,20212,4.0,Adidas footwear product with premium features.,Seller_295,Hyderabad,Karnataka,327,68,"Footwear,Adidas,Adidas footwear product with premium features."
P10939,Samsung Home Appliance Model 6189,Home Appliances,Samsung,142470,4.8,Samsung home appliances product with premium features.,Seller_158,Hyderabad,Tamil Nadu,174,25,"Home Appliances,Samsung,Samsung home appliances product with premium features."
P10940,Xiaomi Mobile Model 4491,Mobiles,Xiaomi,16832,4.0,Xiaomi mobiles product with premium features.,Seller_375,Chennai,Tamil Nadu,385,13,"Mobiles,Xiaomi,Xiaomi mobiles product with premium features."
P10941,Noise Electronic Model 4883,Electronics,Noise,147417,4.7,Noise electronics product with premium features.,Seller_328,Ahmedabad,West Bengal,12,36,"Electronics,Noise,Noise electronics product with premium features."
P10942,Puma Footwea Model 402,Footwear,Puma,14412,3.2,Puma footwear product with premium features.,Seller_378,Hyderabad,Tamil Nadu,40,25,"Footwear,Puma,Puma footwear product with premium features."
P10943,Asus Laptop Model 921,Laptops,Asus,149244,4.3,Asus laptops product with premium features.,Seller_239,Delhi,Telangana,71,14,"Laptops,Asus,Asus laptops product with premium features."
P10944,Adidas Footwea Model 1207,Footwear,Adidas,88939,3.9,Adidas footwear product with premium features.,Seller_398,Kolkata,Maharashtra,180,59,"Footwear,Adidas,Adidas footwear product with premium features."
P10945,Levis Clothin Model 5833,Clothing,Levis,86115,4.3,Levis clothing product with premium features.,Seller_496,Bengaluru,Telangana,131,30,"Clothing,Levis,Levis clothing product with premium features."
P10946,Boat Electronic Model 1757,Electronics,Boat,101005,4.6,Boat electronics product with premium features.,Seller_350,Hyderabad,West Bengal,190,17,"Electronics,Boat,Boat electronics product with premium features."
P10947,Philips Home Appliance Model 7307,Home Appliances,Philips,42983,3.6,Philips home appliances product with premium features.,Seller_122,Hyderabad,West Bengal,251,4,"Home Appliances,Philips,Philips home appliances product with premium features."
P10948,Realme Mobile Model 2909,Mobiles,Realme,118235,4.1,Realme mobiles product with premium features.,Seller_490,Pune,Gujarat,450,20,"Mobiles,Realme,Realme mobiles product with premium features."
P10949,Noise Electronic Model 8281,Electronics,Noise,81873,4.8,Noise electronics product with premium features.,Seller_435,Delhi,Tamil Nadu,316,2,"Electronics,Noise,Noise electronics product with premium features."
P10950,Bata Footwea Model 9407,Footwear,Bata,8866,3.5,Bata footwear product with premium features.,Seller_123,Kolkata,Karnataka,106,7,"Footwear,Bata,Bata footwear product with premium features."
P10951,Allen Solly Clothin Model 7758,Clothing,Allen Solly,112957,4.9,Allen Solly clothing product with premium features.,Seller_320,Ahmedabad,Telangana,330,12,"Clothing,Allen Solly,Allen Solly clothing product with premium features."
P10952,Wrogn Clothin Model 6420,Clothing,Wrogn,12223,3.8,Wrogn clothing product with premium features.,Seller_405,Pune,Maharashtra,385,11,"Clothing,Wrogn,Wrogn clothing product with premium features."
P10953,Acer Laptop Model 440,Laptops,Acer,6020,3.3,Acer laptops product with premium features.,Seller_101,Mumbai,Gujarat,284,10,"Laptops,Acer,Acer laptops product with premium features."
P10954,Samsung Mobile Model 8394,Mobiles,Samsung,42511,4.5,Samsung mobiles product with premium features.,Seller_187,Bengaluru,Delhi,159,28,"Mobiles,Samsung,Samsung mobiles product with premium features."
P10955,Puma Footwea Model 4791,Footwear,Puma,117594,3.0,Puma footwear product with premium features.,Seller_288,Mumbai,West Bengal,208,23,"Footwear,Puma,Puma footwear product with premium features."
P10956,Sony Electronic Model 6385,Electronics,Sony,87229,4.7,Sony electronics product with premium features.,Seller_372,Chennai,Telangana,236,61,"Electronics,Sony,Sony electronics product with premium features."
P10957,Realme Mobile Model 7235,Mobiles,Realme,134692,4.5,Realme mobiles product with premium features.,Seller_374,Chennai,Telangana,137,38,"Mobiles,Realme,Realme mobiles product with premium features."
P10958,Levis Clothin Model 8592,Clothing,Levis,142964,4.9,Levis clothing product with premium features.,Seller_328,Delhi,Karnataka,384,6,"Clothing,Levis,Levis clothing product with premium features."
P10959,Samsung Home Appliance Model 3433,Home Appliances,Samsung,104439,3.9,Samsung home appliances product with premium features.,Seller_22,Delhi,Delhi,439,59,"Home Appliances,Samsung,Samsung home appliances product with premium features."
P10960,Lenovo Laptop Model 5744,Laptops,Lenovo,141519,3.9,Lenovo laptops product with premium features.,Seller_242,Ahmedabad,Delhi,479,65,"Laptops,Lenovo,Lenovo laptops product with premium features."
P10961,Philips Home Appliance Model 2567,Home Appliances,Philips,89078,3.8,Philips home appliances product with premium features.,Seller_439,Bengaluru,Gujarat,342,61,"Home Appliances,Philips,Philips home appliances product with premium features."
P10962,Wrogn Clothin Model 8939,Clothing,Wrogn,99334,3.5,Wrogn clothing product with premium features.,Seller_435,Hyderabad,West Bengal,18,46,"Clothing,Wrogn,Wrogn clothing product with premium features."
P10963,Levis Clothin Model 8068,Clothing,Levis,47604,4.0,Levis clothing product with premium features.,Seller_270,Bengaluru,Tamil Nadu,122,9,"Clothing,Levis,Levis clothing product with premium features."
P10964,Lenovo Laptop Model 110,Laptops,Lenovo,64645,4.4,Lenovo laptops product with premium features.,Seller_477,Kolkata,Maharashtra,242,25,"Laptops,Lenovo,Lenovo laptops product with premium features."
P10965,Noise Electronic Model 7652,Electronics,Noise,21046,3.7,Noise electronics product with premium features.,Seller_25,Kolkata,Maharashtra,124,67,"Electronics,Noise,Noise electronics product with premium features."
P10966,OnePlus Mobile Model 4525,Mobiles,OnePlus,12007,3.1,OnePlus mobiles product with premium features.,Seller_465,Delhi,Tamil Nadu,268,0,"Mobiles,OnePlus,OnePlus mobiles product with premium features."
P10967,Adidas Footwea Model 3227,Footwear,Adidas,142154,3.5,Adidas footwear product with premium features.,Seller_484,Pune,Karnataka,24,37,"Footwear,Adidas,Adidas footwear product with premium features."
P10968,Puma Footwea Model 1546,Footwear,Puma,110918,4.9,Puma footwear product with premium features.,Seller_79,Bengaluru,Telangana,190,20,"Footwear,Puma,Puma footwear product with premium features."
P10969,Samsung Home Appliance Model 3281,Home Appliances,Samsung,60073,4.7,Samsung home appliances product with premium features.,Seller_342,Chennai,Telangana,163,57,"Home Appliances,Samsung,Samsung home appliances product with premium features."
P10970,Allen Solly Clothin Model 6161,Clothing,Allen Solly,141715,3.3,Allen Solly clothing product with premium features.,Seller_334,Ahmedabad,Karnataka,87,28,"Clothing,Allen Solly,Allen Solly clothing product with premium features."
P10971,Bata Footwea Model 3084,Footwear,Bata,8346,3.5,Bata footwear product with premium features.,Seller_121,Bengaluru,Karnataka,497,42,"Footwear,Bata,Bata footwear product with premium features."
P10972,HP Laptop Model 3787,Laptops,HP,97234,3.2,HP laptops product with premium features.,Seller_143,Kolkata,Tamil Nadu,242,67,"Laptops,HP,HP laptops product with premium features."
P10973,Nike Footwea Model 4042,Footwear,Nike,92114,4.9,Nike footwear product with premium features.,Seller_125,Chennai,Karnataka,108,25,"Footwear,Nike,Nike footwear product with premium features."
P10974,Bata Footwea Model 5904,Footwear,Bata,135795,4.9,Bata footwear product with premium features.,Seller_372,Mumbai,Tamil Nadu,365,31,"Footwear,Bata,Bata footwear product with premium features."
P10975,HP Laptop Model 6484,Laptops,HP,113680,3.9,HP laptops product with premium features.,Seller_332,Delhi,Maharashtra,217,21,"Laptops,HP,HP laptops product with premium features."
P10976,Wrogn Clothin Model 9141,Clothing,Wrogn,89498,3.9,Wrogn clothing product with premium features.,Seller_274,Hyderabad,Delhi,152,58,"Clothing,Wrogn,Wrogn clothing product with premium features."
P10977,Roadster Clothin Model 5890,Clothing,Roadster,2225,4.1,Roadster clothing product with premium features.,Seller_26,Kolkata,Maharashtra,19,40,"Clothing,Roadster,Roadster clothing product with premium features."
P10978,Noise Electronic Model 2581,Electronics,Noise,109211,4.3,Noise electronics product with premium features.,Seller_168,Delhi,Tamil Nadu,462,32,"Electronics,Noise,Noise electronics product with premium features."
P10979,Nike Footwea Model 5427,Footwear,Nike,104010,3.6,Nike footwear product with premium features.,Seller_117,Mumbai,West Bengal,10,45,"Footwear,Nike,Nike footwear product with premium features."
P10980,Samsung Mobile Model 7125,Mobiles,Samsung,96041,3.8,Samsung mobiles product with premium features.,Seller_332,Kolkata,West Bengal,467,56,"Mobiles,Samsung,Samsung mobiles product with premium features."
P10981,Acer Laptop Model 2363,Laptops,Acer,44195,3.8,Acer laptops product with premium features.,Seller_183,Bengaluru,Delhi,421,13,"Laptops,Acer,Acer laptops product with premium features."
P10982,Acer Laptop Model 4132,Laptops,Acer,31944,4.8,Acer laptops product with premium features.,Seller_378,Chennai,Delhi,125,1,"Laptops,Acer,Acer laptops product with premium features."
P10983,Boat Electronic Model 5617,Electronics,Boat,22284,3.8,Boat electronics product with premium features.,Seller_211,Chennai,Delhi,418,26,"Electronics,Boat,Boat electronics product with premium features."
P10984,Levis Clothin Model 1210,Clothing,Levis,149728,3.6,Levis clothing product with premium features.,Seller_174,Ahmedabad,Karnataka,461,66,"Clothing,Levis,Levis clothing product with premium features."
P10985,OnePlus Mobile Model 4870,Mobiles,OnePlus,133502,3.6,OnePlus mobiles product with premium features.,Seller_426,Kolkata,Delhi,137,28,"Mobiles,OnePlus,OnePlus mobiles product with premium features."
P10986,Boat Electronic Model 4918,Electronics,Boat,52617,3.7,Boat electronics product with premium features.,Seller_8,Bengaluru,Karnataka,38,8,"Electronics,Boat,Boat electronics product with premium features."
P10987,Wrogn Clothin Model 3078,Clothing,Wrogn,92712,4.7,Wrogn clothing product with premium features.,Seller_294,Chennai,Gujarat,142,13,"Clothing,Wrogn,Wrogn clothing product with premium features."
P10988,Acer Laptop Model 537,Laptops,Acer,72605,4.6,Acer laptops product with premium features.,Seller_101,Pune,Karnataka,346,40,"Laptops,Acer,Acer laptops product with premium features."
P10989,Lenovo Laptop Model 1101,Laptops,Lenovo,8165,4.2,Lenovo laptops product with premium features.,Seller_211,Ahmedabad,Karnataka,269,2,"Laptops,Lenovo,Lenovo laptops product with premium features."
P10990,Puma Clothin Model 1546,Clothing,Puma,79716,3.6,Puma clothing product with premium features.,Seller_189,Bengaluru,Delhi,303,42,"Clothing,Puma,Puma clothing product with premium features."
P10991,Boat Electronic Model 5954,Electronics,Boat,119580,3.5,Boat electronics product with premium features.,Seller_220,Pune,Telangana,422,59,"Electronics,Boat,Boat electronics product with premium features."
P10992,LG Home Appliance Model 8974,Home Appliances,LG,50302,3.2,LG home appliances product with premium features.,Seller_132,Kolkata,Gujarat,335,45,"Home Appliances,LG,LG home appliances product with premium features."
P10993,HP Laptop Model 8074,Laptops,HP,40653,4.5,HP laptops product with premium features.,Seller_90,Chennai,Karnataka,74,8,"Laptops,HP,HP laptops product with premium features."
P10994,Wrogn Clothin Model 2913,Clothing,Wrogn,61405,3.2,Wrogn clothing product with premium features.,Seller_286,Ahmedabad,West Bengal,172,46,"Clothing,Wrogn,Wrogn clothing product with premium features."
P10995,Roadster Clothin Model 6900,Clothing,Roadster,133003,3.5,Roadster clothing product with premium features.,Seller_61,Bengaluru,Tamil Nadu,290,16,"Clothing,Roadster,Roadster clothing product with premium features."
P10996,Philips Home Appliance Model 5598,Home Appliances,Philips,101235,4.8,Philips home appliances product with premium features.,Seller_362,Pune,Tamil Nadu,377,40,"Home Appliances,Philips,Philips home appliances product with premium features."
P10997,Noise Electronic Model 9969,Electronics,Noise,33724,3.1,Noise electronics product with premium features.,Seller_79,Bengaluru,Karnataka,68,64,"Electronics,Noise,Noise electronics product with premium features."
P10998,Bata Footwea Model 7976,Footwear,Bata,86513,3.8,Bata footwear product with premium features.,Seller_222,Ahmedabad,Delhi,331,12,"Footwear,Bata,Bata footwear product with premium features."
P10999,Roadster Clothin Model 4502,Clothing,Roadster,33007,3.9,Roadster clothing product with premium features.,Seller_433,Hyderabad,Gujarat,237,48,"Clothing,Roadster,Roadster clothing product with premium features."
P11000,Whirlpool Home Appliance Model 1424,Home Appliances,Whirlpool,2346,3.9,Whirlpool home appliances product with premium features.,Seller_365,Chennai,Maharashtra,191,18,"Home Appliances,Whirlpool,Whirlpool home appliances product with premium features."
P11001,Xiaomi Mobile Model 5484,Mobiles,Xiaomi,8824,5.0,Xiaomi mobiles product with premium features.,Seller_113,Kolkata,Tamil Nadu,209,3,"Mobiles,Xiaomi,Xiaomi mobiles product with premium features."
P11002,Bata Footwea Model 8738,Footwear,Bata,71571,3.6,Bata footwear product with premium features.,Seller_385,Kolkata,Karnataka,43,15,"Footwear,Bata,Bata footwear product with premium features."
P11003,Lenovo Laptop Model 8800,Laptops,Lenovo,44238,4.8,Lenovo laptops product with premium features.,Seller_337,Ahmedabad,West Bengal,3,2,"Laptops,Lenovo,Lenovo laptops product with premium features."
P11004,Noise Electronic Model 9873,Electronics,Noise,146864,4.6,Noise electronics product with premium features.,Seller_45,Delhi,Tamil Nadu,29,19,"Electronics,Noise,Noise electronics product with premium features."
P11005,Allen Solly Clothin Model 598,Clothing,Allen Solly,115549,3.8,Allen Solly clothing product with premium features.,Seller_150,Kolkata,Karnataka,134,69,"Clothing,Allen Solly,Allen Solly clothing product with premium features."
P11006,Realme Mobile Model 9713,Mobiles,Realme,89842,3.2,Realme mobiles product with premium features.,Seller_436,Ahmedabad,Telangana,138,31,"Mobiles,Realme,Realme mobiles product with premium features."
P11007,Puma Clothin Model 2424,Clothing,Puma,21106,4.2,Puma clothing product with premium features.,Seller_412,Pune,Delhi,9,53,"Clothing,Puma,Puma clothing product with premium features."
P11008,Lenovo Laptop Model 8571,Laptops,Lenovo,53572,3.3,Lenovo laptops product with premium features.,Seller_157,Kolkata,Delhi,135,11,"Laptops,Lenovo,Lenovo laptops product with premium features."
P11009,Levis Clothin Model 1759,Clothing,Levis,55277,4.1,Levis clothing product with premium features.,Seller_216,Ahmedabad,West Bengal,159,12,"Clothing,Levis,Levis clothing product with premium features."
P11010,Noise Electronic Model 1966,Electronics,Noise,66826,3.6,Noise electronics product with premium features.,Seller_181,Pune,Gujarat,238,8,"Electronics,Noise,Noise electronics product with premium features."
P11011,Acer Laptop Model 4197,Laptops,Acer,87713,4.6,Acer laptops product with premium features.,Seller_267,Hyderabad,Karnataka,283,48,"Laptops,Acer,Acer laptops product with premium features."
P11012,OnePlus Mobile Model 2718,Mobiles,OnePlus,73513,4.7,OnePlus mobiles product with premium features.,Seller_141,Bengaluru,Gujarat,398,70,"Mobiles,OnePlus,OnePlus mobiles product with premium features."
P11013,Samsung Home Appliance Model 3901,Home Appliances,Samsung,11144,4.3,Samsung home appliances product with premium features.,Seller_437,Hyderabad,Karnataka,289,69,"Home Appliances,Samsung,Samsung home appliances product with premium features."
P11014,Vivo Mobile Model 8658,Mobiles,Vivo,83817,4.7,Vivo mobiles product with premium features.,Seller_58,Delhi,Delhi,383,65,"Mobiles,Vivo,Vivo mobiles product with premium features."
P11015,Noise Electronic Model 7553,Electronics,Noise,57829,4.9,Noise electronics product with premium features.,Seller_237,Kolkata,Maharashtra,13,67,"Electronics,Noise,Noise electronics product with premium features."
P11016,Nike Footwea Model 8072,Footwear,Nike,137724,3.1,Nike footwear product with premium features.,Seller_294,Pune,Delhi,106,20,"Footwear,Nike,Nike footwear product with premium features."
P11017,Noise Electronic Model 3314,Electronics,Noise,27197,3.4,Noise electronics product with premium features.,Seller_456,Chennai,West Bengal,52,59,"Electronics,Noise,Noise electronics product with premium features."
P11018,Bata Footwea Model 9881,Footwear,Bata,139491,3.4,Bata footwear product with premium features.,Seller_209,Ahmedabad,West Bengal,61,30,"Footwear,Bata,Bata footwear product with premium features."
P11019,LG Home Appliance Model 9163,Home Appliances,LG,145942,3.7,LG home appliances product with premium features.,Seller_342,Pune,Tamil Nadu,166,32,"Home Appliances,LG,LG home appliances product with premium features."
P11020,Lenovo Laptop Model 801,Laptops,Lenovo,31738,4.7,Lenovo laptops product with premium features.,Seller_397,Delhi,Telangana,98,11,"Laptops,Lenovo,Lenovo laptops product with premium features."
P11021,Allen Solly Clothin Model 2544,Clothing,Allen Solly,23228,4.7,Allen Solly clothing product with premium features.,Seller_183,Ahmedabad,Maharashtra,207,41,"Clothing,Allen Solly,Allen Solly clothing product with premium features."
P11022,Nike Footwea Model 3061,Footwear,Nike,68407,3.5,Nike footwear product with premium features.,Seller_188,Delhi,Maharashtra,494,67,"Footwear,Nike,Nike footwear product with premium features."
P11023,Realme Mobile Model 8555,Mobiles,Realme,30991,4.1,Realme mobiles product with premium features.,Seller_455,Chennai,Karnataka,274,6,"Mobiles,Realme,Realme mobiles product with premium features."
P11024,JBL Electronic Model 286,Electronics,JBL,12624,4.8,JBL electronics product with premium features.,Seller_317,Chennai,Maharashtra,482,55,"Electronics,JBL,JBL electronics product with premium features."
P11025,Whirlpool Home Appliance Model 350,Home Appliances,Whirlpool,83705,3.3,Whirlpool home appliances product with premium features.,Seller_442,Bengaluru,Karnataka,130,15,"Home Appliances,Whirlpool,Whirlpool home appliances product with premium features."
P11026,OnePlus Mobile Model 3763,Mobiles,OnePlus,117404,4.6,OnePlus mobiles product with premium features.,Seller_28,Delhi,Delhi,182,57,"Mobiles,OnePlus,OnePlus mobiles product with premium features."
P11027,Wrogn Clothin Model 5234,Clothing,Wrogn,73049,4.3,Wrogn clothing product with premium features.,Seller_269,Pune,Telangana,101,33,"Clothing,Wrogn,Wrogn clothing product with premium features."
P11028,Wrogn Clothin Model 8500,Clothing,Wrogn,10828,3.3,Wrogn clothing product with premium features.,Seller_149,Pune,Telangana,11,23,"Clothing,Wrogn,Wrogn clothing product with premium features."
P11029,Bata Footwea Model 2309,Footwear,Bata,112840,3.1,Bata footwear product with premium features.,Seller_258,Pune,Gujarat,120,67,"Footwear,Bata,Bata footwear product with premium features."
P11030,Realme Mobile Model 5271,Mobiles,Realme,3665,4.7,Realme mobiles product with premium features.,Seller_465,Ahmedabad,Maharashtra,235,67,"Mobiles,Realme,Realme mobiles product with premium features."
P11031,Lenovo Laptop Model 9133,Laptops,Lenovo,21651,3.6,Lenovo laptops product with premium features.,Seller_150,Hyderabad,Maharashtra,37,15,"Laptops,Lenovo,Lenovo laptops product with premium features."
P11032,Puma Footwea Model 9359,Footwear,Puma,108661,3.5,Puma footwear product with premium features.,Seller_433,Hyderabad,West Bengal,279,60,"Footwear,Puma,Puma footwear product with premium features."
P11033,Boat Electronic Model 9923,Electronics,Boat,109366,4.4,Boat electronics product with premium features.,Seller_295,Kolkata,Karnataka,132,47,"Electronics,Boat,Boat electronics product with premium features."
P11034,LG Home Appliance Model 1001,Home Appliances,LG,5831,4.3,LG home appliances product with premium features.,Seller_446,Pune,Telangana,124,47,"Home Appliances,LG,LG home appliances product with premium features."
